Temp,Turbidity,Dissolved_O2,pH,Ammonia
24.9375,86,0,0.49412,3761.94019
24.9375,85,22.111,0.98892,3372.53833
24.9375,86,1.039,1.57905,2925.95142
24.9375,86,3.617,0.43511,3253.64014
24.9375,85,1.8,1.65623,4582.30371
25,85,32.703,0.91629,3433.94336
24.9375,85,0,1.91951,2825.63086
24.9375,85,0,0.81188,2850.31445
25,86,0,1.20228,1706.3324
25,86,3.171,1.18412,1565.81189
24.9375,86,3.414,0.85274,1590.3042
24.9375,86,9.458,1.67438,1577.99902
24.9375,86,0,0.82096,1506.51636
24.9375,86,0,1.71978,1333.91724
24.9375,86,8.359,1.84234,1175.62341
24.875,86,0,0.27169,1193.04138
24.9375,86,3.6,-0.10509,1054.15576
24.9375,86,1.056,-0.40015,1314.03345
24.9375,86,29.143,1.13419,947.25494
24.875,86,21.798,1.33392,1343.98938
24.9375,86,3.795,-0.27759,940.59705
24.9375,86,28.044,1.84234,2463.39478
24.9375,86,11.03,1.81965,1789.29675
25,86,3.34,0.53498,2265.15112
25,86,0,0.19452,2381.69897
24.9375,86,3.465,1.87412,2753.08545
25,86,1.609,0.26261,1922.95581
24.9375,86,1.969,1.00254,2381.69897
24.875,86,0,1.09333,1954.25366
24.9375,86,0,-0.22765,1747.22522
24.9375,86,27.258,1.73794,1553.7323
24.9375,87,3.44,0.84366,920.94769
24.9375,86,1.867,1.63807,1247.16589
24.9375,86,0,0.27169,1201.86743
24.9375,86,6.043,-0.11417,1100.86902
24.9375,87,3.575,0.44873,1054.15576
24.9375,86,1.808,1.69708,1333.91724
24.9375,86,3.161,0.38971,1314.03345
24.9375,86,1.707,1.93767,1518.15613
24.9375,86,1.386,1.40201,2227.82764
24.875,87,25.872,2.16464,2227.82764
24.9375,87,4.8,0.78465,2342.07227
24.9375,86,2.992,1.9059,2925.95142
24.9375,86,1.512,1.61991,2422.13086
24.9375,87,0,0.49412,3372.53833
24.875,87,3.135,0.8255,2777.00977
24.9375,87,0,0.46689,3372.53833
24.9375,86,3.144,1.65623,3560.8457
24.9375,86,17.944,2.25543,4286.86279
24.9375,86,0,0.29439,4014.08667
24.875,86,7.623,1.16596,4671.17822
24.9375,86,13.346,1.57905,6833.04736
24.9375,87,5.012,1.79241,5250.39746
24.9375,87,0,0.87544,4626.4751
24.9375,87,2.958,1.99668,5517.12061
24.9375,87,0,0.12643,4999.07178
24.9375,87,4.927,1.11149,4538.62451
24.9375,87,3.617,1.69708,5355.1709
24.9375,87,0,0.308,5462.48145
24.9375,87,0,1.54728,6101.43604
24.9375,87,1.8,0.26715,6039.73291
24.875,87,0,1.93767,2977.71167
24.9375,87,2.045,0.76649,3167.75635
24.875,87,0,0.00386,3831.98437
24.9375,87,8.097,1.98307,3312.44873
24.9375,87,0,0.39425,3626.40356
24.9375,87,15.459,1.89682,4582.30371
24.9375,87,3.431,0.60307,4808.42969
24.9375,87,3.997,0.51228,4286.86279
24.9375,87,1.867,1.61991,3282.8811
24.9375,87,11.63,2.24182,5408.49463
24.9375,87,1.707,2.11471,4495.46094
24.9375,87,5.536,2.26905,5800.39258
24.9375,87,1.479,2.00122,5572.40137
24.875,87,5.958,2.15103,4495.46094
24.9375,89,2.738,1.10241,2322.55078
24.9375,88,0,0.71202,4716.40381
24.9375,88,3.279,0.97077,6488.04395
24.9375,88,4.471,1.53366,3761.94019
24.875,88,3.389,1.1478,6227.11865
24.875,88,8.908,1.70616,4495.46094
24.875,88,17.682,1.00708,7276.87061
24.875,88,0,0.24445,3976.84033
24.875,88,4.234,0.71656,4762.13965
24.875,88,9.517,1.73794,4762.13965
24.875,88,3.524,-0.15502,4808.42969
24.875,88,0.659,-0.52726,4495.46094
24.875,88,1.952,1.2159,4246.56543
24.9375,88,0,0.39425,4626.4751
24.875,88,3.955,0.58491,5250.39746
24.875,88,3.676,0.06287,5978.80811
24.875,87,17.141,1.54728,4368.87793
24.875,87,1.682,1.22044,4950.57666
24.875,87,0,0.58945,4327.63574
24.875,87,28.399,1.75155,4495.46094
24.875,88,1.808,0.63031,3976.84033
24.875,87,1.808,1.95129,4671.17822
24.875,88,0.972,2.03754,4762.13965
24.875,88,2.873,2.07386,4286.86279
24.875,88,0,0.8936,4626.4751
24.9375,88,0,1.12965,4582.30371
24.875,88,0,1.52004,7354.17432
24.875,88,0,0.69386,6623.44824
24.875,88,3.49,0.33524,7511.82861
24.875,88,5.265,0.53044,8096.91553
24.875,88,1.318,1.44287,8096.91553
24.875,88,3.955,0.38971,9987.47559
24.875,88,3.803,2.15103,8364.50684
24.875,88,1.335,1.95583,7200.51611
24.875,88,3.786,1.26583,7125.13281
24.875,87,15.704,2.10109,8642.90918
24.875,87,0,1.42017,7276.87061
24.875,87,0,1.09333,5572.40137
24.875,87,9.153,1.72432,5517.12061
24.875,87,23.733,1.6653,5250.39746
24.875,87,3.642,0.18544,5742.34766
24.875,88,3.947,0.41695,7839.63721
24.875,88,3.795,0.93445,6833.04736
24.875,87,18.307,1.78333,7276.87061
24.875,88,1.749,1.86958,4950.57666
24.875,88,22.854,2.0103,5408.49463
24.875,88,3.372,0.70748,4808.42969
24.875,88,4.302,1.01616,6163.90283
24.875,88,0,2.06478,5462.48145
24.875,88,1.428,2.02846,5250.39746
24.875,88,0,1.03886,6163.90283
24.875,88,3.161,1.43379,7276.87061
24.875,88,1.555,1.59267,6355.94922
24.875,87,0,1.31123,8834.75684
24.875,87,10.184,2.0784,8738.17285
24.875,87,3.296,2.1828,7276.87061
24.875,87,21.688,2.1828,6623.44824
24.875,88,3.389,1.43379,6623.44824
24.875,87,1.758,1.92405,7354.17432
24.875,88,3.465,0.80735,7354.17432
24.875,88,2.087,1.52004,6488.04395
24.875,88,12.72,0.90721,4051.75269
24.875,88,0,-0.27759,6762.29102
24.875,88,0,0.27169,8642.90918
24.875,88,3.482,0.64392,8096.91553
24.875,88,1.749,1.12057,8548.86133
24.875,88,3.33,0.90267,7276.87061
24.875,88,9.559,2.21912,8010.01953
24.875,88,0,0.998,7756.07666
24.875,88,24.849,1.8832,8096.91553
24.875,88,3.423,0.66208,7276.87061
24.875,88,1.791,1.343,8738.17285
24.8125,88,1.808,1.58813,8184.91748
24.875,88,4.065,1.72432,8932.5957
24.875,88,20.902,2.07386,12590.99805
24.875,88,0,0.92083,12741.67188
24.875,88,4.767,2.00576,8096.91553
24.875,88,2.172,1.1478,8456.05566
24.875,88,1.876,1.84688,9987.47559
24.875,88,1.969,1.56544,8548.86133
24.8125,88,0,0.86636,7839.63721
24.875,88,0.701,1.37024,7276.87061
24.875,88,0,1.35208,5302.46191
24.8125,88,0,1.24767,4495.46094
24.8125,88,1.267,1.47919,3761.94019
24.875,88,0,1.08425,3433.94336
24.875,88,0,0.70748,3593.45117
24.875,88,17.775,1.58359,3372.53833
24.875,88,35.245,1.38386,6227.11865
24.875,87,1.8,1.62445,3004.0083
24.875,88,10.818,1.95129,2682.7605
24.875,87,0,0.3307,3528.59619
24.875,87,1.867,2.08293,4452.77588
24.875,87,1.758,1.85596,5250.39746
24.875,87,0,1.34754,3433.94336
24.8125,87,0,0.83458,3867.60083
24.8125,86,1.808,1.3884,5800.39258
24.875,87,1.791,1.02978,6163.90283
24.8125,87,0,0.8936,7276.87061
24.875,86,1.715,1.70616,8456.05566
24.875,86,3.186,1.38386,6227.11865
24.875,86,24.993,2.2282,7276.87061
24.875,86,22.753,1.86958,6623.44824
24.875,86,1.411,1.91044,7756.07666
24.875,86,0,0.07649,7050.72803
24.8125,86,1.749,0.62123,5800.39258
24.875,86,3.194,2.24182,6163.90283
24.8125,86,1.665,1.60629,7276.87061
24.8125,86,1.808,0.41695,8096.91553
24.8125,86,0,0.998,8738.17285
24.8125,86,21.468,1.94221,12009.67969
24.8125,86,0,0.66662,8834.75684
24.875,86,1.682,0.91175,9655.83789
24.8125,86,3.135,1.76517,10571.52637
24.8125,86,0,1.10241,11731.23145
24.8125,86,5.485,1.94675,8364.50684
24.8125,86,1.419,1.55636,11068.86133
24.8125,86,1.884,0.93899,12442.54102
24.8125,86,3.347,1.93313,9655.83789
24.8125,86,0,0.70748,8738.17285
24.8125,86,22.888,1.84234,10101.05566
24.8125,86,0,0.92537,8834.75684
24.8125,85,3.321,0.8482,5355.1709
24.8125,86,3.364,0.64392,8184.91748
24.875,86,3.533,0.32616,6101.43604
24.8125,86,4.268,1.29761,10101.05566
24.8125,86,0,0.54406,10941.92871
24.875,86,18.282,2.06024,7839.63721
24.8125,85,7.116,1.97399,9337.48633
24.8125,85,3.575,0.06741,11068.86133
24.875,85,2.121,1.57451,8364.50684
24.875,85,0,0.05833,8010.01953
24.8125,85,0,1.93767,8184.91748
24.875,85,25.204,1.14327,6555.31006
24.8125,85,23.446,0.54406,12590.99805
24.8125,85,3.279,0.68478,10216.25684
24.875,85,1.783,1.86958,7276.87061
24.875,85,2.755,1.52912,10333.05664
24.8125,85,8.984,1.54728,6488.04395
24.8125,85,3.6,0.40333,8834.75684
24.8125,85,9.407,1.89682,7511.82861
24.8125,85,20.302,1.94675,14201.37988
24.8125,85,0,2.13287,8548.86133
24.8125,86,23.514,1.71978,9132.33789
24.8125,85,3.042,0.77557,13366.67383
24.8125,85,1.327,2.14195,11068.86133
24.8125,85,6.728,2.01484,17558.66211
24.8125,85,1.436,2.15103,11731.23145
24.8125,85,1.479,0.76195,13860.09277
24.8125,85,1.758,1.79695,16070.16699
24.75,84,0.38,1.99215,20797.36328
24.75,85,20.2,1.55182,18247.92578
24.8125,85,0.169,2.00576,21358.37891
24.8125,85,3.203,0.46689,19728.42773
24.8125,85,0,1.42017,33466.47266
24.8125,86,2.552,1.46103,23156.28125
24.8125,85,2.527,1.86958,26960.0625
24.75,85,7.911,1.74701,21938.12695
24.75,85,0,0.68024,25851.22461
24.8125,85,0,0.28077,32976.66797
24.8125,85,1.927,1.95583,28940.71875
24.75,85,2.265,2.04662,42670.58594
24.8125,85,0,1.28853,29358.07617
24.8125,85,9.5,2.11017,27342.62305
24.8125,85,3.279,0.45327,18970.53516
24.8125,85,9.956,1.29761,16273.05078
24.75,85,5.02,1.92405,22235.10742
24.8125,85,11.748,1.94675,15100.59473
24.8125,87,1.791,1.79241,8548.86133
24.8125,85,3.372,1.96037,16070.16699
24.875,85,1.927,1.73794,22844.20313
24.875,85,3.888,0.998,22537.13477
24.75,85,0,0.96623,38303.85156
24.8125,85,3.414,0.78919,46168.71484
24.8125,86,0,0.3761,38303.85156
24.75,86,0,1.83326,40104.71875
24.75,86,0,0.82096,38892.95703
24.75,86,3.144,1.09333,65353.84766
24.8125,86,4.158,0.88452,104917.8594
24.8125,86,0,2.33261,109056.8047
24.8125,86,1.318,2.44155,46168.71484
24.75,86,3.431,0.78011,208967.2656
24.75,86,3.338,0.44873,636403.5
24.8125,86,2.873,2.00576,313307.1563
24.75,86,0,1.11603,147521.5313
24.8125,86,2.273,0.42149,290837.9375
24.8125,86,3.431,1.07971,283797.75
24.8125,86,0,1.13419,477501.3125
24.8125,86,0,1.09787,477501.3125
24.8125,86,0,1.14327,565940.75
24.8125,86,0,1.13873,451902.1875
24.75,86,3.321,0.68932,298099.25
24.75,86,0,0.78465,464484.875
24.8125,86,1.698,1.80149,924941.4375
24.8125,86,19.668,2.11017,839637.1875
24.8125,86,1.808,1.96037,895349.875
24.75,86,1.453,2.20096,1813959.75
24.75,86,2.873,1.22044,599884.9375
24.75,86,3.347,1.03432,565940.75
24.75,86,3.533,-0.06423,617811.75
24.75,86,0,1.78333,313307.1563
24.8125,86,0,0.87998,276965.4375
24.75,86,3.795,0.49412,1254843.75
24.75,87,17.166,2.01484,313307.1563
24.8125,86,0,1.2159,439741.0313
24.75,86,29.388,1.61991,504930.8438
24.75,86,1.428,2.28267,813397.75
24.75,86,3.304,1.24313,866940.9375
24.75,86,3.702,0.65754,1396598.5
24.8125,86,2.755,0.85274,599884.9375
24.75,86,0,2.21004,895349.875
24.75,86,10.81,1.2159,477501.3125
24.75,86,0,1.15688,2841739
24.8125,86,0,0.25353,813397.75
24.75,86,1.791,1.86504,839637.1875
24.75,87,2.138,1.79241,924941.4375
24.8125,86,1.8,1.87412,534355.875
24.75,87,0,1.80603,504930.8438
24.8125,86,3.271,0.50774,675741.5625
24.75,87,0,1.30215,10647393
24.75,86,23.793,0.87544,2399513.25
24.75,86,3.49,0.05379,1254843.75
24.75,87,0,1.22044,2040141.75
24.75,86,0,1.15688,464484.875
24.75,86,3.845,0.61215,3891975
24.75,86,0.955,1.67438,4952500.5
24.8125,87,1.783,1.80603,1092618.25
24.75,87,0.473,1.0207,1130596.375
24.75,86,0,1.13873,1211610.25
24.6875,86,25.322,0.57129,642226240
24.75,86,0,1.41109,1618272
24.75,86,1.808,2.11471,1254843.75
24.75,86,1.386,2.30537,1885679.75
24.75,86,1.267,2.00576,4079442.25
24.75,87,0,1.72432,5476937.5
24.75,87,1.715,2.21912,2210719.75
24.8125,87,10.015,2.06024,23714966
24.75,87,1.639,1.96491,16648622
24.75,87,1.774,2.09655,4713923
24.75,87,0,2.0557,5206504
24.75,87,10.489,1.52912,13659938
24.6875,86,3.642,-0.04153,16648622
24.8125,86,6.102,0.12643,2040141.75
24.75,87,4.961,0.69386,1254843.75
24.75,87,1.851,1.14327,1170220.25
24.75,87,1.707,2.01938,2722215
24.75,87,18.569,1.86958,1961011
24.75,87,19.059,1.14327,32272822
24.75,87,9.204,2.16011,32272822
24.75,87,1.47,1.95129,763925.1875
24.75,87,17.986,1.89682,1396598.5
24.75,87,0,0.92537,11315202
24.75,86,3.465,2.02846,17824566
24.75,87,1.808,1.65169,53924852
24.75,86,2.763,0.21268,53924852
24.75,86,1.986,1.81965,642226240
24.75,86,3.33,0.34432,20506310
24.75,86,26.573,1.20682,0
24.75,86,1.715,1.72432,34995800
24.75,87,2.138,1.52004,11315202
24.75,86,1.791,1.70162,9453936
24.75,86,3.795,-0.23673,34995800
24.75,86,3.203,0.63938,6495846912
24.75,86,3.245,0.59399,5476937.5
24.75,89,5.603,2.06478,740600.75
24.75,87,24.46,2.13741,16648622
24.8125,87,3.135,0.55767,16648622
24.6875,87,23.835,1.95129,4713923
24.75,87,1.614,2.19642,2210719.75
24.75,86,1.496,2.01484,23714966
24.75,86,1.369,2.2282,10647393
24.75,86,3.152,1.07517,23714966
24.75,86,0.667,2.1828,4952500.5
24.6875,86,1.031,2.30083,4278276
24.75,86,0,0.65754,29810906
24.6875,86,28.357,2.13741,1961011
24.75,87,1.597,1.98307,2608915.75
24.75,87,1.665,2.04662,2123273.25
24.75,87,1.8,1.91951,2040141.75
24.6875,87,3.583,0.69386,3241930.25
24.6875,87,0,0.78919,1448268.375
24.6875,87,2.459,2.37346,4489487.5
24.6875,87,25.627,2.27359,1021335.25
24.75,87,0,1.21136,1254843.75
24.6875,88,0,0.85728,2210719.75
24.75,88,3.423,1.09787,1558953.5
24.6875,88,0,0.8255,987864.4375
24.6875,88,3.211,0.76649,2967854
24.6875,88,19.803,2.13287,1885679.75
24.625,88,0,1.30669,4079442.25
24.6875,88,3.372,0.57583,10028308
24.6875,88,0,0.38517,4278276
24.6875,88,1.141,2.03754,3715173.75
24.6875,88,5.984,0.98438,2841739
24.6875,88,3.237,1.2159,15568873
24.6875,88,2.045,0.64392,10028308
24.6875,88,3.566,1.80603,7530153.5
24.75,88,25.61,1.57905,10647393
24.6875,88,1.512,1.93767,13659938
24.6875,88,20.513,2.13287,4079442.25
24.6875,88,0,0.63031,10028308
24.6875,88,2.4,2.20096,4952500.5
24.6875,90,1.512,1.39294,208967.2656
24.6875,88,0,1.20682,87726232
24.6875,88,0,1.95129,4079442.25
24.75,88,0,0.71202,12815963
24.6875,88,3.237,1.27037,10647393
24.75,88,17.158,2.16011,4489487.5
24.6875,88,28.501,1.94221,7961188
24.75,88,1.656,1.62899,3101106
24.6875,88,1.36,2.04662,15568873
24.6875,89,0,0.3534,10647393
24.75,89,2.645,1.51096,1502349.25
24.6875,89,0,2.04662,8423429
24.6875,88,0,0.01294,53924852
24.6875,88,0.769,0.60761,4489487.5
24.75,88,21.781,1.79695,3548378.25
24.75,88,2.299,2.11017,1885679.75
24.75,88,3.6,1.35662,11315202
24.6875,88,15.366,2.11925,10647393
24.75,87,2.417,2.39162,34995800
24.6875,88,21.612,2.34622,6073003
24.6875,88,2.079,1.98761,1254843.75
24.6875,88,12.543,2.30991,5476937.5
24.6875,88,0.709,0.8255,3390793.5
24.6875,88,31.932,1.63807,2399513.25
24.6875,87,2.087,1.14327,1618272
24.6875,88,1.791,1.3203,2210719.75
24.6875,88,3.194,0.85274,2210719.75
24.6875,88,4.319,0.998,1813959.75
24.6875,88,3.194,0.998,2722215
24.75,88,0,1.56998,4278276
24.6875,88,23.733,2.13287,5765325
24.6875,88,0,2.0103,2399513.25
24.6875,88,0,1.07517,6073003
24.6875,88,4.682,0.73471,1745590.75
24.6875,88,5.054,0.64392,1885679.75
24.6875,88,0.016,1.98307,1254843.75
24.625,88,0,0.27623,2302716.5
24.6875,88,6.913,0.66662,2123273.25
24.6875,88,1.749,1.27945,3390793.5
24.6875,88,5.392,2.2282,763925.1875
24.6875,88,8.088,2.28721,88526.23438
24.6875,88,6.322,2.31899,60009.34375
24.6875,88,2.966,1.33392,51679.49219
24.6875,88,0,0.70748,106962.9453
24.6875,88,1.462,1.80603,257661.0781
24.6875,88,0,0.6757,599884.9375
24.6875,89,0,0.43057,239999.625
24.6875,89,3.33,-0.02338,2608915.75
24.625,89,3.516,0.66208,2841739
24.625,88,3.287,0.80735,1254843.75
24.6875,88,6.339,2.11017,365103.4063
24.6875,88,32.575,2.45517,763925.1875
24.6875,88,3.575,0.62577,1254843.75
24.6875,88,3.025,1.16596,2399513.25
24.6875,88,3.862,1.42925,5765325
24.75,89,2.4,1.66984,17824566
24.6875,88,0,0.29439,2773230848
24.6875,88,0,0.66662,27581268
24.6875,88,0,1.52912,27581268
24.6875,88,3.254,0.62123,19449161728
24.625,88,1.808,1.92405,29810906
24.625,87,1.639,2.08747,7530153.5
24.625,87,5.578,1.91497,20506310
24.6875,87,7.133,0.23083,87726232
24.625,88,2.256,0.41695,59153296
24.6875,87,0.194,1.98307,97447200
24.625,87,26.362,2.11471,29810906
24.625,88,23.04,0.98438,16648622
24.5625,88,3.271,0.56221,22037754
24.625,88,0,0.34432,1382594688
24.625,88,1.741,1.76971,2773230848
24.625,88,0,0.49866,22037754
24.625,88,8.418,2.02392,22037754
24.625,88,3.93,1.41109,32272822
24.625,88,2.789,2.06478,642226240
24.625,87,4.124,2.29629,2773230848
24.625,87,4.589,0.56675,0
24.625,87,1.834,2.11017,87726232
24.625,87,1.504,1.78333,0
24.625,87,3.33,1.28853,0
24.625,87,0,1.11603,0
24.625,87,35.829,2.01484,0
24.625,87,14.808,1.8378,0
24.6875,87,1.293,2.08293,136042256
24.625,87,1.512,2.09201,32272822
24.625,87,1.597,1.8605,15568873
24.6875,87,3.769,0.87544,32272822
24.625,88,10.201,1.87866,718148.75
24.625,87,0,0.63485,451902.1875
24.6875,87,0,0.40787,439741.0313
24.625,87,0,0.87998,204289.625
24.625,87,26.852,2.11017,1254843.75
24.5625,86,3.82,1.02978,263905.375
24.625,87,0,1.14327,157131.5156
24.625,87,1.808,1.25221,104917.8594
24.625,87,1.783,0.62577,93613.36719
24.5625,87,3.389,0.71656,115651.5625
24.625,87,3.676,1.91951,195319.3281
24.5625,87,3.194,1.16596,245715.5625
24.625,88,0,0.8936,675741.5625
24.625,88,0,0.85274,3548378.25
24.625,88,0.49,2.2055,11315202
24.625,88,3.947,1.72432,10647393
24.5625,88,3.431,2.27813,27581268
24.625,88,0,1.02978,38012684
24.5625,88,3.135,1.37024,27581268
24.5625,88,3.135,1.1478,1558953.5
24.5625,84,4.767,1.24313,696539
24.5625,88,18.231,2.41885,477501.3125
24.5625,88,19.482,2.43701,305587.2188
24.625,91,1.327,2.01938,2501495.5
24.5625,88,3.186,1.16596,25556464
24.5625,88,26.717,2.25089,172879088
24.5625,88,0,1.2159,30466895872
24.625,88,1.09,1.87412,0
24.5625,88,3.245,1.41563,0
24.5,88,0,1.84234,0
24.5625,88,0,0.97984,0
24.5625,88,0,0.998,0
24.5625,88,1.656,1.61083,2773230848
24.5625,89,4.462,0.75287,0
24.5625,87,1.36,1.86958,0
24.5625,89,0,0.85274,2773230848
24.5625,88,0,1.31577,0
24.5625,89,2.104,1.33846,0
24.5625,89,1.639,2.09201,393891328
24.5625,89,3.465,0.01294,642226240
24.5625,89,0,0.56221,3715173.75
24.5625,88,1.529,2.09655,22037754
24.5625,88,33.842,1.47919,10028308
24.5625,88,6.744,1.55182,4952500.5
24.5625,88,30.876,1.93767,464484.875
24.5625,88,3.533,0.11281,305587.2188
24.5625,88,2.299,0.40787,374745.125
24.5625,88,3.465,0.70748,229056.5781
24.5625,88,3.186,1.04794,439741.0313
24.5625,88,17.665,1.64715,1092618.25
24.5625,88,0,0.56221,365103.4063
24.5625,88,11.883,1.43379,1300003.125
24.5625,88,0,0.48958,4713923
24.5,88,0,0.42149,223191584
24.5625,88,1.749,0.69386,2167664128
24.5,88,0,0.48504,13659938
24.5625,88,35.169,2.25543,7128137
24.5625,88,1.47,1.55636,7530153.5
24.5625,88,0.473,2.11471,172879088
24.5625,88,37.316,2.0103,3891975
24.5625,88,0,0.21721,34995800
24.5625,88,1.529,1.79695,1124591232
24.5,88,3.338,0.78465,34995800
24.5625,88,4.724,1.2159,50672046080
24.5625,88,25.103,1.28853,0
24.5,84,5.096,1.5382,1124591232
24.5625,86,0,-0.04153,153073904
24.5625,86,0,0.53498,255279632
24.625,86,6.761,0.71202,29810906
24.5,86,1.335,2.11925,7961188
24.5,86,0,0.21268,10028308
24.5,86,29.616,2.12833,2501495.5
24.5,87,0,1.47465,4079442.25
24.5625,86,0,1.28853,186830.7813
24.5625,85,0,0.7211,276965.4375
24.5625,85,3.676,0.07649,763925.1875
24.5625,85,3.017,2.08293,13659938
24.5625,85,0,0.66208,0
24.5625,85,1.682,1.43833,393891328
24.5,85,1.377,2.04208,0
24.5,85,0,1.00708,0
24.5,85,0,0.12643,0
24.5625,85,5.164,1.29761,0
24.5,86,0,0.81188,0
24.5625,86,3.203,0.98438,0
24.5,86,0,0.45781,0
24.5625,86,5.519,-0.04153,0
24.5625,86,5.35,0.53952,0
24.5625,86,3.33,0.59399,0
24.5,86,0,0.48504,30466895872
24.5625,86,0,1.04794,0
24.5625,86,1.529,1.85596,6495846912
24.5,86,0,0.99346,0
24.5625,86,2.932,1.51096,0
24.5,86,10.075,2.30537,1.82464E+11
24.5625,86,4.065,0.66208,0
24.5,86,0,0.83004,6495846912
24.5,86,18.586,2.23728,642226240
24.5,87,3.178,0.80735,4713923
24.5,87,3.254,0.41695,8920042
24.5625,87,3.769,0.15366,460470272
24.5625,86,7.471,2.17372,0
24.5,87,0,0.93445,0
24.5,86,3.194,2.23728,0
24.5625,87,1.758,1.59267,9051959296
24.5,86,3.752,0.73925,6752530.5
24.5,86,3.144,1.91497,2722215
24.5,86,8.088,2.11017,4713923
24.5625,86,2.383,0.56221,10647393
24.5625,86,0,0.48504,2501495.5
24.5625,87,0,0.95261,1813959.75
24.5,87,1.774,1.48373,45096580
24.5,87,3.296,0.54406,17824566
24.5,87,3.194,0.72563,153073904
24.4375,87,5.443,1.85596,0
24.5,87,8.088,1.96037,45096580
24.5,86,1.589,1.91044,4489487.5
24.5,86,1.597,1.69708,11315202
24.5,86,0,0.653,270336.25
24.5,86,2.856,0.87998,44728.53125
24.5,86,4.454,2.10109,27731.70508
24.5,86,7.598,2.2055,90183.34375
24.5,86,19.778,2.27813,95389.13281
24.5,86,0,0.92083,100971.375
24.5,86,1.403,1.55182,167530.7188
24.5,86,2.476,1.37024,374745.125
24.5,85,3.761,1.43833,2722215
24.5,86,2.51,1.24313,2608915.75
24.5,86,0.642,1.86958,1502349.25
24.5,86,3.389,1.96491,6401409
24.5,86,1.572,0.48958,10647393
24.5,86,2.493,1.8378,79191472
24.5,86,0,0.998,65038040
24.5,86,0,0.78919,0
24.5,86,3.271,1.05702,0
24.5,86,1.808,1.07517,767226560
24.5,86,0,0.74833,0
24.5,86,1.369,1.39294,0
24.5,86,6.465,1.77425,0
24.5,86,14.351,1.32938,0
24.5,86,6.837,0.21721,0
24.5,85,0,0.61669,0
24.5,85,1.318,0.46689,91130019840
24.5,85,0,0.41695,196011504
24.5,85,4.868,2.00122,2773230848
24.5,87,25.103,1.65623,675741.5625
24.4375,85,0,0.95715,1448268.375
24.5,85,2.67,1.35208,1254843.75
24.5,85,1.546,1.84234,1130596.375
24.5,85,4.445,2.00576,1056219.75
24.5,85,1.783,1.60175,1618272
24.5,85,25.153,1.92859,895349.875
24.5,85,0,0.34432,5206504
24.5,82,3.896,-0.19134,2608915.75
24.5,84,3.389,0.49866,4.26544E+11
24.5,84,3.507,1.39294,0
24.4375,84,25.17,2.16011,1719739648
24.5,84,3.152,1.05248,0
24.5,84,3.347,0.62123,0
24.4375,84,28.12,2.01938,0
24.5,84,25.931,2.13287,0
24.4375,84,4.141,-0.17318,0
24.5,84,1.09,1.54728,0
24.5,84,0,1.06156,0
24.4375,84,4.817,0.39879,0
24.5,84,4.023,0.14004,0
24.4375,84,33.048,2.01484,0
24.4375,84,3.304,0.78919,0
24.4375,84,0,0.5486,0
24.5,84,1.741,1.16142,0
24.4375,84,3.465,0.93445,0
24.4375,84,3.397,0.63938,0
24.5,84,1.589,1.55182,0
24.4375,84,1.512,2.01484,0
24.5,84,1.453,2.01484,0
24.4375,84,1.157,1.51096,0
24.4375,84,0,-0.20949,153073904
24.4375,84,2.789,0.73017,0
